"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","-52.5","-7.64961004257202","302","33.611","19.983","7.1428271904","1.19896644092482","0.815936515984377","15.60476322",
"1/2/1979","-52.5","-7.64961004257202","302","34.348","18.539","11.63434788","0.936709229761856","0.842592701029282","17.76684312",
"1/3/1979","-52.5","-7.64961004257202","302","31.04","21.171","4.873465584","1.18106628204113","0.862306854291414","16.9102701",
"1/4/1979","-52.5","-7.64961004257202","302","29.721","19.579","3.91216194","0.977644904681364","0.871534717753187","19.34673912",
"1/5/1979","-52.5","-7.64961004257202","302","26.756","17.522","10.206130212","0.477722891652936","0.96478164307412","21.12396102",
"1/6/1979","-52.5","-7.64961004257202","302","31.05","17.496","6.632995464","0.964229183940773","0.905301844904983","21.1173759",
"1/7/1979","-52.5","-7.64961004257202","302","27.226","21.124","3.731919948","1.13919271720193","0.934051271160662","16.1598933",
"1/8/1979","-52.5","-7.64961004257202","302","24.504","21.139","9.120372408","1.14792708272093","0.970729954762077","12.086271",
"1/9/1979","-52.5","-7.64961004257202","302","26.169","21.374","8.1762324408","1.44339081025438","0.937903090950312","15.66500508",
"1/10/1979","-52.5","-7.64961004257202","302","25.975","20.762","6.4819343232","1.18714777586539","0.944249972849944","12.3011964",
"1/11/1979","-52.5","-7.64961004257202","302","30.932","20.331","0.4102703856","0.714810929383397","0.844540407089561","14.56110126",
"1/12/1979","-52.5","-7.64961004257202","302","30.144","19.484","7.7204698344","1.08144635764262","0.932478051959544","17.3408562",
"1/13/1979","-52.5","-7.64961004257202","302","30.248","20.351","2.7826315344","0.813608270561779","0.871225000195024","14.85584982",
"1/14/1979","-52.5","-7.64961004257202","302","27.771","22.037","2.537153172","0.675333969553727","0.866118897245853","13.2129531",
"1/15/1979","-52.5","-7.64961004257202","302","25.579","20.723","16.326710136","0.974738158757922","0.97418745611283","9.39656142",
"1/16/1979","-52.5","-7.64961004257202","302","27.443","20.428","4.6442951784","1.547632242853","0.933161858057445","13.02603588",
"1/17/1979","-52.5","-7.64961004257202","302","28.256","20.545","0.7638928848","1.40278259199944","0.878004394769469","6.99440904",
"1/18/1979","-52.5","-7.64961004257202","302","26.203","20.131","6.794361144","0.947895365582298","0.947805058981897","12.17767932",
"1/19/1979","-52.5","-7.64961004257202","302","25.786","20.538","3.4134857784","0.867533344031964","0.939050473634302","14.041348632",
"1/20/1979","-52.5","-7.64961004257202","302","23.943","20.789","51.3405144","0.628080751014992","0.982539662052749","3.13020234",
"1/21/1979","-52.5","-7.64961004257202","302","31.673","20.552","12.995621496","0.950735981804993","0.883079676891745","18.70093377",
"1/22/1979","-52.5","-7.64961004257202","302","30.732","21.539","15.331074084","0.886249339249226","0.905957387911529","15.334872588",
"1/23/1979","-52.5","-7.64961004257202","302","26.467","20.416","24.36732612","0.659835336066882","0.969114449872671","12.091048632",
"1/24/1979","-52.5","-7.64961004257202","302","24.331","21.221","8.38136736","0.725685636685467","0.979979897714603","6.3463482",
"1/25/1979","-52.5","-7.64961004257202","302","31.735","21.147","8.0389010592","0.843774837067636","0.865277498251719","21.25997091",
"1/26/1979","-52.5","-7.64961004257202","302","25.339","21.351","14.259907692","0.697002345505188","0.976252698711091","13.39616259",
"1/27/1979","-52.5","-7.64961004257202","302","24.771","22.031","14.4916658064","0.960789527384602","0.977978635950647","8.2378638",
"1/28/1979","-52.5","-7.64961004257202","302","27.363","21.517","5.845074768","0.960880685316287","0.951919034342387","8.20119762",
"1/29/1979","-52.5","-7.64961004257202","302","29.6","20.379","14.0084226504","0.889110208098561","0.930070095773008","21.49458705",
"1/30/1979","-52.5","-7.64961004257202","302","29.612","21.206","8.027746416","0.747224357427755","0.902769064279692","16.11624186",
"1/31/1979","-52.5","-7.64961004257202","302","25.035","22.286","25.6067244","1.02297479467569","0.976851794418296","10.23288894",
"2/1/1979","-52.5","-7.64961004257202","302","24.348","21.791","23.563961136","1.36002319513606","0.977452228386622","4.8358692",
"2/2/1979","-52.5","-7.64961004257202","302","24.705","21.32","11.79999576","0.592711165890937","0.978174478631784","6.7428",
"2/3/1979","-52.5","-7.64961004257202","302","24.01","21.423","48.2969502","0.845542479663502","0.978558708661534","2.691678312",
"2/4/1979","-52.5","-7.64961004257202","302","24.96","20.495","49.2341976","0.914217689716002","0.973842632584224","8.008317648",
"2/5/1979","-52.5","-7.64961004257202","302","21.739","19.575","17.325784944","1.16241063239704","0.975719552249103","5.1381",
"2/6/1979","-52.5","-7.64961004257202","302","25.043","18.829","9.32121324","0.618990993073558","0.96742341912988","7.35001947",
"2/7/1979","-52.5","-7.64961004257202","302","25.022","20.728","18.42441696","1.00328052061592","0.973355575992164","14.65346295",
"2/8/1979","-52.5","-7.64961004257202","302","22.479","20.305","54.0621756","0.759545866186574","0.982718375450862","2.52748116",
"2/9/1979","-52.5","-7.64961004257202","302","24.559","18.421","20.715234804","0.635519743808129","0.968392446700479","8.468772912",
"2/10/1979","-52.5","-7.64961004257202","302","24.865","19.732","7.263855936","0.659656142074193","0.972630922739291","12.018482892",
"2/11/1979","-52.5","-7.64961004257202","302","24.479","18.401","1.3664245896","0.736483277751271","0.957453788361757","6.52696614",
"2/12/1979","-52.5","-7.64961004257202","302","30.463","17.079","7.05528144","1.19928998174292","0.864781748740599","27.80084124",
"2/13/1979","-52.5","-7.64961004257202","302","31.562","18.709","6.436442736","0.563093507009591","0.888980097523811","21.39497235",
"2/14/1979","-52.5","-7.64961004257202","302","33.053","20.755","13.85650224","0.872984895808079","0.880373773379964","28.07257788",
"2/15/1979","-52.5","-7.64961004257202","302","29.471","21.042","13.120079832","0.997295734875927","0.928523335760758","18.002249442",
"2/16/1979","-52.5","-7.64961004257202","302","25.855","20.73","12.38192964","0.705665322139863","0.971151659204352","16.351035372",
"2/17/1979","-52.5","-7.64961004257202","302","25.651","21.444","18.71624268","1.06826985592023","0.972187152712929","12.29714865",
"2/18/1979","-52.5","-7.64961004257202","302","23.355","20.991","26.636691456","0.968362724403053","0.980298592108284","3.03766884",
"2/19/1979","-52.5","-7.64961004257202","302","27.721","19.579","13.5372166128","1.12886726500603","0.941599066585665","14.32429839",
"2/20/1979","-52.5","-7.64961004257202","302","29.067","21.712","7.6981593024","1.02980924527039","0.929711687156533","18.87597234",
"2/21/1979","-52.5","-7.64961004257202","302","22.598","20.567","26.41009608","1.06658795877533","0.982043058881653","1.482580638",
"2/22/1979","-52.5","-7.64961004257202","302","25.547","20.493","1.0239605784","0.962455814334111","0.899257432548301","8.565692418",
"2/23/1979","-52.5","-7.64961004257202","302","24.184","19.812","21.29888916","0.427658819376438","0.980071357822979","6.59823543",
"2/24/1979","-52.5","-7.64961004257202","302","31.245","19.446","9.38988144","1.12066843542225","0.881439294067292","25.96252914",
"2/25/1979","-52.5","-7.64961004257202","302","26.562","18.459","8.413124544","0.640307468736118","0.963940008691601","17.85442176",
"2/26/1979","-52.5","-7.64961004257202","302","26.436","20.639","13.76037288","1.00130287611462","0.954891586806809","24.5048607",
"2/27/1979","-52.5","-7.64961004257202","302","27.241","20.98","6.0064309728","1.04302574119287","0.929799684895128","16.397554428",
"2/28/1979","-52.5","-7.64961004257202","302","29.35","21.086","17.74807416","0.850745691066888","0.91279075900729","11.33251857",
"3/1/1979","-52.5","-7.64961004257202","302","26.224","21.95","18.249320016","1.08509131384392","0.958464706489537","18.42800616",
"3/2/1979","-52.5","-7.64961004257202","302","29.196","20.861","5.68542276","1.21291301849707","0.883171409592522","24.92640261",
"3/3/1979","-52.5","-7.64961004257202","302","26.696","18.481","8.995054212","0.815590044352818","0.947462748522042","28.47110328",
"3/4/1979","-52.5","-7.64961004257202","302","30.258","20.126","4.93698456","0.767778610778403","0.879328413489226","17.33867163",
"3/5/1979","-52.5","-7.64961004257202","302","31.58","19.459","2.36206044","1.31420268609796","0.798248901116082","28.85704164",
