,Date,Elevation,Latitude,Longitude,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Solar,Wind
1/6/1998,-61.875,29.546,146.0,-9.21074962615967,24.465,3.3225085439999997,1.1454196131563001,17.60299488,,0.8658377945233839
2/5/1998,-61.875,33.874,146.0,-9.21074962615967,22.363000000000003,4.9524276312,1.2485698998576,16.502507118,,0.896488136463296
3/7/1998,-61.875,24.506999999999998,146.0,-9.21074962615967,22.334,42.0896373264,0.7128487276444692,2.038668552,,0.9806072620952021
4/6/1998,-61.875,27.904,146.0,-9.21074962615967,22.461,9.39673818,0.827841146147126,20.04626664,,0.961345686803205
5/6/1998,-61.875,29.844,146.0,-9.21074962615967,21.504,4.0580753328,1.1067027440980801,15.15453804,,0.895049734153332
6/5/1998,-61.875,28.535,146.0,-9.21074962615967,22.160999999999998,5.9223161520000005,0.9857346953778771,21.19494654,,0.8456058268565211
7/5/1998,-61.875,34.510999999999996,146.0,-9.21074962615967,23.2,0.0,1.7534216782199499,21.64314996,,0.43842356455622494
8/4/1998,-61.875,34.985,146.0,-9.21074962615967,22.061999999999998,0.0,1.17637263433881,12.47692032,,0.52843279834016
9/3/1998,-61.875,38.288000000000004,146.0,-9.21074962615967,23.518,0.024032592000000002,1.43606837791482,17.722850472,,0.421026175127367
10/3/1998,-61.875,42.744,146.0,-9.21074962615967,22.283,0.0034332264000000003,0.90799851511739,17.48728296,,0.45369932157635495
11/2/1998,-61.875,28.811,146.0,-9.21074962615967,21.552,40.7489256864,1.25588189698511,11.5293933,,0.90672846318542
12/2/1998,-61.875,28.794,146.0,-9.21074962615967,22.680999999999997,5.584148568,1.08814505350383,14.963792399999999,,0.920455647797044
1/1/1999,-61.875,28.69,146.0,-9.21074962615967,22.28,28.332713304000002,0.608772754023784,22.64072886,,0.9566852718165471
1/31/1999,-61.875,29.679000000000002,146.0,-9.21074962615967,22.64,7.3505425248,0.529016496302341,13.72252608,,0.9242899177838799
3/2/1999,-61.875,29.346,146.0,-9.21074962615967,22.266,5.9652398591999996,1.4003967440640102,20.821616208,,0.896202362787385
4/1/1999,-61.875,31.362,146.0,-9.21074962615967,21.538,3.5980212384,1.4104113279167199,25.3658799,,0.843252492764215
5/1/1999,-61.875,28.435,146.0,-9.21074962615967,21.943,1.60160058,1.30297368746894,13.79469438,,0.913367839921874
5/31/1999,-61.875,26.908,146.0,-9.21074962615967,17.262,0.2798079624,1.55736046394588,13.270221900000001,,0.8515219491593249
6/30/1999,-61.875,33.736999999999995,146.0,-9.21074962615967,19.288,1.1930463864,1.06063446836032,14.55097464,,0.738591269637131
7/30/1999,-61.875,37.258,146.0,-9.21074962615967,16.52,0.0,1.2833541274850901,24.22800036,,0.36385686627192604
8/29/1999,-61.875,41.13399999999999,146.0,-9.21074962615967,20.984,0.0,1.0544840410844498,11.790733608,,0.39274100040206605
9/28/1999,-61.875,34.218,146.0,-9.21074962615967,22.143,0.72097776,1.31895656540457,24.63648696,,0.674174679760686
10/28/1999,-61.875,42.656000000000006,146.0,-9.21074962615967,20.666,0.0,1.1915526127646898,18.74002644,,0.40587153676949
11/27/1999,-61.875,37.734,146.0,-9.21074962615967,21.896,0.269508528,1.12048922320956,15.79932972,,0.58420556322395
12/27/1999,-61.875,26.39,146.0,-9.21074962615967,20.070999999999998,0.24375927600000002,1.03866957073001,12.18313188,,0.8876203105223709
1/26/2000,-61.875,31.284000000000002,146.0,-9.21074962615967,22.316,9.528922944,1.0246715790474499,16.88079816,,0.892665683632509
2/25/2000,-61.875,30.025,146.0,-9.21074962615967,21.289,44.6353809264,0.931397652535742,13.65170868,,0.9406507900351949
