,Date,Elevation,Latitude,Longitude,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Solar,Wind
1/6/1998,-50.9375,27.825,21.0,2.02948999404907,21.173000000000002,9.629341776,1.4641837913858997,19.06717464,,0.903865999850111
2/5/1998,-50.9375,28.074,21.0,2.02948999404907,23.241,13.29002388,1.7261657089149298,23.37277383,,0.929718241203793
3/7/1998,-50.9375,25.616999999999997,21.0,2.02948999404907,22.753,4.4769316104,1.6814612109975502,4.38474564,,0.9355441922574019
4/6/1998,-50.9375,26.925,21.0,2.02948999404907,24.221999999999998,25.203329999999998,1.7178428580131,18.1585674,,0.9464976913129941
5/6/1998,-50.9375,29.9,21.0,2.02948999404907,20.963,3.23753328,1.20647325992691,26.460387,,0.8783746647243281
6/5/1998,-50.9375,29.443,21.0,2.02948999404907,22.989,4.396247676000001,1.38878192155563,24.85552536,,0.882620919060144
7/5/1998,-50.9375,26.969,21.0,2.02948999404907,21.008000000000003,11.13395256,1.5081287743363703,25.02022572,,0.935366646415153
8/4/1998,-50.9375,29.289,21.0,2.02948999404907,21.296,7.28359632,1.57140998875299,26.19696546,,0.8721375243586421
9/3/1998,-50.9375,33.047,21.0,2.02948999404907,20.941999999999997,0.9870526079999999,2.04887258506887,27.66813552,,0.7323671094773091
10/3/1998,-50.9375,35.236999999999995,21.0,2.02948999404907,22.480999999999998,0.0,2.32132447735952,27.875756699999997,,0.670700240403079
11/2/1998,-50.9375,27.979,21.0,2.02948999404907,23.076,32.46459588,1.7019219721243402,24.8127759,,0.92730065849474
12/2/1998,-50.9375,32.88,21.0,2.02948999404907,23.101999999999997,0.501251076,2.29484478923556,25.1051049,,0.7352236001661261
1/1/1999,-50.9375,25.868000000000002,21.0,2.02948999404907,22.871,12.996488699999999,1.56244635930604,11.60843382,,0.9533837523257059
1/31/1999,-50.9375,26.088,21.0,2.02948999404907,22.718000000000004,17.75149596,1.3915718410113898,12.71492388,,0.943650221946848
3/2/1999,-50.9375,27.118000000000002,21.0,2.02948999404907,22.413,7.626920832000001,1.9517246151695502,27.546804288,,0.911223975389257
4/1/1999,-50.9375,26.815,21.0,2.02948999404907,23.086,32.80448952,1.4528804898593999,20.95773606,,0.955929141958053
5/1/1999,-50.9375,26.293000000000003,21.0,2.02948999404907,22.276,17.9102898648,1.65179600861925,17.45111772,,0.9517313962034921
5/31/1999,-50.9375,24.76,21.0,2.02948999404907,22.612,7.64322588,0.982702031428307,2.5338383999999996,,0.9673538891268891
6/30/1999,-50.9375,27.158,21.0,2.02948999404907,21.511999999999997,7.29474768,1.4007095508044498,24.3915264,,0.9231270288435469
7/30/1999,-50.9375,27.191,21.0,2.02948999404907,20.207,16.579057896,1.0527585938722799,25.542279,,0.943749409776948
8/29/1999,-50.9375,29.223000000000003,21.0,2.02948999404907,21.783,14.563747476,1.38228244289666,27.01180944,,0.8962041768113049
9/28/1999,-50.9375,29.185,21.0,2.02948999404907,20.303,7.77712158,1.47727505299418,27.3852072,,0.85077305697478
10/28/1999,-50.9375,32.156,21.0,2.02948999404907,23.23,1.51920324,2.22515848326058,26.76419388,,0.713297884210006
11/27/1999,-50.9375,33.586,21.0,2.02948999404907,22.467,0.983619792,2.32786343071245,23.3147799,,0.685004319512069
12/27/1999,-50.9375,28.583000000000002,21.0,2.02948999404907,22.497,16.177365396,1.09220017862085,24.30416448,,0.897440477036649
1/26/2000,-50.9375,28.879,21.0,2.02948999404907,21.919,3.6787047768,1.60913418736469,25.87809996,,0.87873647709178
2/25/2000,-50.9375,26.3,21.0,2.02948999404907,21.787,17.9763801048,1.44101882209152,20.84101191,,0.946377098246683
3/26/2000,-50.9375,25.215999999999998,21.0,2.02948999404907,22.818,52.3669968,1.7133786121610701,9.63163116,,0.9628452994946879
4/25/2000,-50.9375,24.459,21.0,2.02948999404907,23.116,16.654594392,1.3079509129603202,2.47421268,,0.968469522890465
5/25/2000,-50.9375,26.092,21.0,2.02948999404907,21.569000000000003,17.33952006,1.08632554428317,16.4771343,,0.959786751887911
6/24/2000,-50.9375,27.15,21.0,2.02948999404907,20.848000000000003,13.87366704,1.1908353011513,24.3005076,,0.938704026532776
7/24/2000,-50.9375,28.671,21.0,2.02948999404907,19.675,0.96988644,1.18984360322124,25.708103100000002,,0.885139774568976
8/23/2000,-50.9375,29.705,21.0,2.02948999404907,22.337,5.039119728,1.78838801367403,26.56631106,,0.8325700032339008
9/22/2000,-50.9375,33.004,21.0,2.02948999404907,22.628,0.47035188,2.12080111680456,27.768097008,,0.7182325713290592
10/22/2000,-50.9375,32.437,21.0,2.02948999404907,22.974,1.1381148,2.39116245813968,26.89677792,,0.7244809405672971
11/21/2000,-50.9375,33.009,21.0,2.02948999404907,23.14,0.0,2.71034747350802,25.9457625,,0.6684790009530379
12/21/2000,-50.9375,26.558000000000003,21.0,2.02948999404907,22.424,23.23952208,1.71149795295843,19.200762899999997,,0.9306603562864979
1/20/2001,-50.9375,26.098000000000003,21.0,2.02948999404907,21.899,7.14797856,1.97826543401807,13.43806758,,0.9203865526033591
2/19/2001,-50.9375,25.679000000000002,21.0,2.02948999404907,22.455,8.22772692,1.7951819803130702,6.41058759,,0.926296719790086
3/21/2001,-50.9375,26.785,21.0,2.02948999404907,22.753,21.4181891064,1.60407540850814,22.14314514,,0.9436813585392589
4/20/2001,-50.9375,27.048000000000002,21.0,2.02948999404907,22.974,12.296113092,1.8854601521704901,22.5223272,,0.8972477039242551
5/20/2001,-50.9375,26.752,21.0,2.02948999404907,21.414,24.149321906399997,1.2372573202158301,17.68690584,,0.9586257751145071
6/19/2001,-50.9375,28.259,21.0,2.02948999404907,22.529,8.68263768,1.22632572486703,9.66656304,,0.9506356574509541
7/19/2001,-50.9375,29.929000000000002,21.0,2.02948999404907,19.660999999999998,0.442886544,1.67673830923136,25.87442904,,0.856845659288936
8/18/2001,-50.9375,27.982,21.0,2.02948999404907,21.651,0.9707454,1.29070501507785,5.98117176,,0.8978751750503909
9/17/2001,-50.9375,33.15,21.0,2.02948999404907,22.051,0.0,2.34745210044673,27.65738916,,0.6950307557477261
10/17/2001,-50.9375,34.148,21.0,2.02948999404907,21.281999999999996,0.0,2.3485470586381,27.38666412,,0.681672522544287
11/16/2001,-50.9375,34.652,21.0,2.02948999404907,22.679000000000002,0.054931644,2.4274214021122003,26.09960652,,0.707605375697864
12/16/2001,-50.9375,32.954,21.0,2.02948999404907,21.573,2.9233917000000003,2.26569144667526,25.0990875,,0.746957237263705
1/15/2002,-50.9375,32.571999999999996,21.0,2.02948999404907,21.875,0.0171661464,2.30426338047296,23.6902509,,0.720285687327671
2/14/2002,-50.9375,25.721,21.0,2.02948999404907,22.768,32.2689096,1.75456733388708,13.93706565,,0.9524270605793059
3/16/2002,-50.9375,26.919,21.0,2.02948999404907,22.680999999999997,20.97186984,1.96174820841441,21.263514768,,0.946619601961733
4/15/2002,-50.9375,27.475,21.0,2.02948999404907,22.521,15.686416353599999,1.57442282749632,26.2846701,,0.939835103045972
5/15/2002,-50.9375,26.248,21.0,2.02948999404907,22.668000000000003,10.71510462,1.09904252759532,10.3109679,,0.96117569099902
6/14/2002,-50.9375,26.766,21.0,2.02948999404907,20.754,24.05146356,1.07036812285656,22.6696518,,0.9599743207561571
7/14/2002,-50.9375,26.980999999999998,21.0,2.02948999404907,20.71,10.29624768,0.9247241915241079,24.33701196,,0.940259047268748
8/13/2002,-50.9375,27.928,21.0,2.02948999404907,22.401,3.031541784,1.23737132280785,14.41277208,,0.8967566382098371
9/12/2002,-50.9375,32.766,21.0,2.02948999404907,21.585,3.04270002,1.74415246189825,27.78063624,,0.732379337873425
10/12/2002,-50.9375,32.781,21.0,2.02948999404907,23.362,0.50125104,1.87787111305939,19.431792072,,0.724374005506037
11/11/2002,-50.9375,32.847,21.0,2.02948999404907,22.71,2.24189748,2.13274242049514,25.57816956,,0.7483880176157071
12/11/2002,-50.9375,27.857,21.0,2.02948999404907,22.224,9.619908516,1.4827040067915702,19.2692799,,0.9115977483921209
1/10/2003,-50.9375,27.79,21.0,2.02948999404907,22.646,12.24975492,2.06476098767841,25.35867792,,0.910722011725693
2/9/2003,-50.9375,26.423000000000002,21.0,2.02948999404907,23.051,17.766954000000002,1.96826300429723,16.94069289,,0.941610176996093
3/11/2003,-50.9375,30.06,21.0,2.02948999404907,22.793000000000003,1.546668972,2.68546431427481,27.97937424,,0.8084146511749899
4/10/2003,-50.9375,27.375999999999998,21.0,2.02948999404907,22.929000000000002,25.1415285192,1.39434147000476,22.58020926,,0.92845503687827
5/10/2003,-50.9375,26.82,21.0,2.02948999404907,21.656999999999996,11.468700439200001,1.30289351003769,25.04531376,,0.950794145065369
6/9/2003,-50.9375,27.51,21.0,2.02948999404907,22.741,17.186736528,1.16952532578254,20.6054415,,0.9528737347681541
7/9/2003,-50.9375,26.919,21.0,2.02948999404907,21.866,16.778179692000002,1.2957482920541699,23.766246,,0.9525974378211459
8/8/2003,-50.9375,28.093000000000004,21.0,2.02948999404907,21.094,9.0705852,1.2322919347678898,26.29416906,,0.9026980137950219
9/7/2003,-50.9375,30.598000000000003,21.0,2.02948999404907,22.142,8.53414344,1.47938019655866,27.3831219,,0.853761348864256
10/7/2003,-50.9375,34.431,21.0,2.02948999404907,24.016,0.0,2.35699555206079,27.68343552,,0.663176237975112
11/6/2003,-50.9375,33.766999999999996,21.0,2.02948999404907,22.316,0.53043408,2.10327590510919,23.019462899999997,,0.680453366714177
12/6/2003,-50.9375,31.288,21.0,2.02948999404907,22.725,8.538437304,1.91357208212395,25.1703576,,0.8179804194775391
1/5/2004,-50.9375,26.741,21.0,2.02948999404907,22.95,14.0127146424,1.47769437856388,16.74827316,,0.9375989369030442
2/4/2004,-50.9375,26.339000000000002,21.0,2.02948999404907,22.173000000000002,1.2050628840000002,2.00537794587785,7.64420517,,0.8598356234535691
3/5/2004,-50.9375,25.781,21.0,2.02948999404907,22.941999999999997,18.127436399999997,1.6267437244173704,9.86118588,,0.9567030258032181
4/4/2004,-50.9375,27.557,21.0,2.02948999404907,22.706,20.990747268,1.59687129867791,26.4018906,,0.940649874508172
5/4/2004,-50.9375,28.093000000000004,21.0,2.02948999404907,23.014,18.06393528,1.43555822898132,22.2416478,,0.941139211756438
6/3/2004,-50.9375,26.743000000000002,21.0,2.02948999404907,22.154,12.0540618,1.00171669807126,15.3304299,,0.9552968931603231
7/3/2004,-50.9375,26.61,21.0,2.02948999404907,19.91,15.470121599999999,0.8755777966543371,21.88945962,,0.958341822179953
8/2/2004,-50.9375,30.245,21.0,2.02948999404907,20.776999999999997,0.187110828,1.4497169069288,26.38389438,,0.8307779910970129
9/1/2004,-50.9375,30.104,21.0,2.02948999404907,21.397,11.90300436,1.5576398167023502,27.345259008000003,,0.8776862471639789
10/1/2004,-50.9375,34.001,21.0,2.02948999404907,21.64,0.0,2.1435054252207397,27.691026408000003,,0.696397535416362
10/31/2004,-50.9375,33.196,21.0,2.02948999404907,22.258000000000003,0.7604605151999999,2.3707764185025098,26.5842027,,0.724569451075588
11/30/2004,-50.9375,32.812,21.0,2.02948999404907,22.505,1.37157516,2.14403821112937,23.78458458,,0.7608314261893331
12/30/2004,-50.9375,30.191,21.0,2.02948999404907,22.548000000000002,7.93590588,1.63075859248627,22.50697266,,0.849705035557771
1/29/2005,-50.9375,30.951999999999998,21.0,2.02948999404907,23.031,2.0599367184,1.69261535611755,26.483227199999998,,0.8087568517981851
2/28/2005,-50.9375,28.175,21.0,2.02948999404907,23.293000000000003,12.2497632,1.86972173236025,21.64376151,,0.9308384179557609
3/30/2005,-50.9375,26.761,21.0,2.02948999404907,22.572,22.98031668,1.5482610058722401,19.39072446,,0.949027149882983
4/29/2005,-50.9375,27.458000000000002,21.0,2.02948999404907,22.318,27.79025256,1.3501801333729802,22.59967788,,0.949496953908619
5/29/2005,-50.9375,26.654,21.0,2.02948999404907,21.055,19.209761352,1.27968651709597,20.577545100000002,,0.9545852289691079
6/28/2005,-50.9375,27.221999999999998,21.0,2.02948999404907,20.991999999999997,14.10027174,1.4682080762582999,22.15327014,,0.9408633391363059
7/28/2005,-50.9375,27.79,21.0,2.02948999404907,22.778000000000002,9.091189692,1.526770008141,25.63081704,,0.922846072567957
8/27/2005,-50.9375,29.909000000000002,21.0,2.02948999404907,22.82,5.49659628,1.55414986984728,27.13770954,,0.8538011838021571
9/26/2005,-50.9375,33.743,21.0,2.02948999404907,21.978,0.0,2.39743447706575,28.126464768,,0.684672081388934
10/26/2005,-50.9375,34.555,21.0,2.02948999404907,23.365,0.0,2.5098484030436,26.93633058,,0.691027436566245
11/25/2005,-50.9375,31.728,21.0,2.02948999404907,22.656999999999996,0.065231316,2.06830200466818,21.91157172,,0.748188834506269
12/25/2005,-50.9375,26.987,21.0,2.02948999404907,22.924,12.54844332,1.6127641598671298,19.20070872,,0.9394813498483691
1/24/2006,-50.9375,28.215,21.0,2.02948999404907,23.594,21.165847344,1.9506449597612199,23.869293300000002,,0.884117258200895
2/23/2006,-50.9375,32.03,21.0,2.02948999404907,23.389,0.7613180568000001,2.33815695977625,21.39621282,,0.7116986940465481
3/25/2006,-50.9375,27.246,21.0,2.02948999404907,23.199,26.799767351999996,2.0842114986811597,21.54402342,,0.9184286970181501
4/24/2006,-50.9375,27.21,21.0,2.02948999404907,23.944000000000003,44.7435396,1.11355376422332,11.55464622,,0.9402151405287249
5/24/2006,-50.9375,26.095,21.0,2.02948999404907,23.088,44.262040932,1.2768909315433,3.07603116,,0.9628815200732859
6/23/2006,-50.9375,26.293000000000003,21.0,2.02948999404907,22.541999999999998,7.0467014448,0.8521612694447429,10.338462,,0.939300902414895
7/23/2006,-50.9375,26.873,21.0,2.02948999404907,21.368000000000002,15.13795662,1.00208634475744,13.44667374,,0.938267515024632
