,Date,Elevation,Latitude,Longitude,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Solar,Wind
1/6/1998,-48.4375,36.396,478.0,-13.8942003250122,21.691,1.2239455823999998,1.19148291303158,28.393254,,0.74985318163193
2/5/1998,-48.4375,35.601,478.0,-13.8942003250122,21.958000000000002,0.0,1.7319211363597,25.4585763,,0.567989971004003
3/7/1998,-48.4375,32.497,478.0,-13.8942003250122,23.737,0.31242384,1.760930353511,23.934770531999998,,0.6693013841046529
4/6/1998,-48.4375,32.582,478.0,-13.8942003250122,22.401999999999997,0.0,2.41729726393453,25.541493300000003,,0.59407242011076
5/6/1998,-48.4375,33.38,478.0,-13.8942003250122,20.864,0.7965087120000001,1.8353415443371002,19.97105202,,0.7585543696383491
6/5/1998,-48.4375,29.456999999999997,478.0,-13.8942003250122,21.85,0.0,2.37048020747899,13.53200418,,0.561014327850663
7/5/1998,-48.4375,31.675,478.0,-13.8942003250122,16.410999999999998,0.0,2.2168519636028,19.68322824,,0.418333750793735
8/4/1998,-48.4375,34.187,478.0,-13.8942003250122,19.973,0.0,2.7842315072307997,20.08338984,,0.327207545894011
9/3/1998,-48.4375,38.375,478.0,-13.8942003250122,19.254,0.0,2.65474831213012,26.26503498,,0.30341615781617604
10/3/1998,-48.4375,39.388000000000005,478.0,-13.8942003250122,20.425,0.0,2.5910912342874197,25.09048368,,0.31995051898694
11/2/1998,-48.4375,39.75,478.0,-13.8942003250122,20.511,0.0,1.05713097424239,21.48429564,,0.45485945244271503
12/2/1998,-48.4375,28.180999999999997,478.0,-13.8942003250122,21.269000000000002,13.4033168592,2.01552798483356,15.686775,,0.8662610853462249
1/1/1999,-48.4375,31.423000000000002,478.0,-13.8942003250122,22.4,8.044049844,1.2630685012871399,25.749451800000003,,0.8382294086863191
1/31/1999,-48.4375,36.019,478.0,-13.8942003250122,20.896,0.02059938,1.21062634311854,28.94934078,,0.6335921133545379
3/2/1999,-48.4375,28.39,478.0,-13.8942003250122,21.263,4.1627895839999995,0.8905589058148299,11.476752048,,0.87419044915849
4/1/1999,-48.4375,32.38,478.0,-13.8942003250122,19.22,0.0,2.4929402076960896,26.68550922,,0.605880117577681
5/1/1999,-48.4375,33.018,478.0,-13.8942003250122,19.153,0.14419584,2.00276752801038,22.3376652,,0.685100611431262
5/31/1999,-48.4375,31.212,478.0,-13.8942003250122,16.043,0.0,1.45710851160434,19.46283768,,0.731103208263225
6/30/1999,-48.4375,32.851,478.0,-13.8942003250122,16.497,0.0,1.7450928440843303,17.65738242,,0.4315342805702879
7/30/1999,-48.4375,32.898,478.0,-13.8942003250122,16.668,0.0,2.58714421509704,22.10040072,,0.38823865040758093
8/29/1999,-48.4375,35.023,478.0,-13.8942003250122,15.048,0.0,1.6070047131500602,10.22034366,,0.424293653378608
9/28/1999,-48.4375,38.283,478.0,-13.8942003250122,25.234,0.0,2.11398312130806,25.4420973,,0.29745328360477197
10/28/1999,-48.4375,36.84,478.0,-13.8942003250122,20.113,0.0,1.3047085786074,26.64291708,,0.5597747675796579
11/27/1999,-48.4375,36.045,478.0,-13.8942003250122,19.73,0.24890918399999998,1.2341483645901599,29.26299762,,0.710347053483588
12/27/1999,-48.4375,30.484,478.0,-13.8942003250122,21.809,10.48164372,1.14310576202738,21.9112803,,0.808408397332232
1/26/2000,-48.4375,27.508000000000003,478.0,-13.8942003250122,20.223,2.509690536,1.3373188289575,21.13543404,,0.8716037914387579
2/25/2000,-48.4375,30.331,478.0,-13.8942003250122,19.424,2.1492,1.1077113273343,29.136540672,,0.8353887504540258
3/26/2000,-48.4375,31.34,478.0,-13.8942003250122,19.247,0.0,1.65694728704344,27.16745778,,0.712320516717534
4/25/2000,-48.4375,29.635,478.0,-13.8942003250122,19.976,3.84693372,1.5574705137343299,23.2263603,,0.8262475994673829
5/25/2000,-48.4375,29.086,478.0,-13.8942003250122,16.791,0.0,2.01091365944518,21.13734528,,0.637616779173197
6/24/2000,-48.4375,31.311999999999998,478.0,-13.8942003250122,19.678,0.0,2.66673173845628,20.13395742,,0.540107115361298
7/24/2000,-48.4375,36.928000000000004,478.0,-13.8942003250122,19.393,0.0,1.7120856661506598,21.23887536,,0.49714579856244706
8/23/2000,-48.4375,36.793,478.0,-13.8942003250122,16.423,0.0,2.17174444846375,24.82334802,,0.300800214161497
