"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","-49.375","-14.2063999176025","762","28.237","18.688","4.82025276","1.45975279445562","0.883695558436544","30.3509232",
"1/2/1979","-49.375","-14.2063999176025","762","27.127","19.004","2.11916016","2.10084339640184","0.870946556082402","30.45841704",
"1/3/1979","-49.375","-14.2063999176025","762","28.797","17.217","2.84958","1.15894215441012","0.856910417826551","30.66513768",
"1/4/1979","-49.375","-14.2063999176025","762","28.493","18.749","3.51047214","1.31752927325833","0.859417533862638","30.57390072",
"1/5/1979","-49.375","-14.2063999176025","762","27.627","18.646","6.353189604","1.17951385650595","0.893471701672948","29.6613072",
"1/6/1979","-49.375","-14.2063999176025","762","28.746","17.423","10.7116737264","1.02190598318109","0.882109369828684","28.68743772",
"1/7/1979","-49.375","-14.2063999176025","762","24.186","20.554","20.190806028","1.41662112195561","0.957562562039834","13.43013948",
"1/8/1979","-49.375","-14.2063999176025","762","22.471","19.448","25.57753488","1.11554664330995","0.973922037278537","3.34918026",
"1/9/1979","-49.375","-14.2063999176025","762","21.173","19.292","16.99962912","1.72919546708197","0.971158321412802","2.09469402",
"1/10/1979","-49.375","-14.2063999176025","762","20.856","18.272","49.1432004","1.53637665556817","0.973990397471078","3.892105548",
"1/11/1979","-49.375","-14.2063999176025","762","24.721","18.143","14.678766","0.917171116934193","0.962010612929234","12.77234856",
"1/12/1979","-49.375","-14.2063999176025","762","25.98","19.631","19.08015912","0.886312134795194","0.944158741970661","20.9419326",
"1/13/1979","-49.375","-14.2063999176025","762","23.943","20.361","28.05118848","1.15433097061743","0.967020205201945","13.45888152",
"1/14/1979","-49.375","-14.2063999176025","762","23.917","20.52","5.6356401384","1.76123474420695","0.958772725778157","19.5938442",
"1/15/1979","-49.375","-14.2063999176025","762","24.014","20.363","11.09447388","1.35566277797393","0.95998986299545","14.76146052",
"1/16/1979","-49.375","-14.2063999176025","762","24.055","20.832","25.0428072744","2.2491188480092","0.962797278768726","9.80488548",
"1/17/1979","-49.375","-14.2063999176025","762","22.952","20.311","9.887709348","2.53524560796369","0.943929167693245","6.92116794",
"1/18/1979","-49.375","-14.2063999176025","762","22.911","20.175","24.54929424","1.50905751453654","0.967362820177979","8.59989222",
"1/19/1979","-49.375","-14.2063999176025","762","23.569","20.385","8.77876812","1.52921996940193","0.959625275207336","13.06535922",
"1/20/1979","-49.375","-14.2063999176025","762","21.176","18.052","63.71209872","1.64457113793322","0.972170292179992","3.79096884",
"1/21/1979","-49.375","-14.2063999176025","762","23.442","17.978","7.278442884","1.04967628994573","0.95647470392414","11.3198652",
"1/22/1979","-49.375","-14.2063999176025","762","27.957","18.61","6.2484747984","1.2564303332059","0.896992637180764","30.06680166",
"1/23/1979","-49.375","-14.2063999176025","762","26.201","17.916","6.605531316","1.13014745125555","0.918134934649838","28.365068808",
"1/24/1979","-49.375","-14.2063999176025","762","26.946","18.779","11.4953005728","1.2031934245422","0.939830841198662","25.3841103",
"1/25/1979","-49.375","-14.2063999176025","762","26.735","18.613","10.89019728","1.2502654009226","0.929647751075579","25.11731376",
"1/26/1979","-49.375","-14.2063999176025","762","23.595","20.353","11.19060648","1.43194169638039","0.961537181683025","8.52334074",
"1/27/1979","-49.375","-14.2063999176025","762","25.305","19.463","13.8839702112","1.7426771231196","0.945668445531221","21.55787604",
"1/28/1979","-49.375","-14.2063999176025","762","25.333","17.07","5.3180707824","1.20505094058006","0.939666195509328","15.55520796",
"1/29/1979","-49.375","-14.2063999176025","762","27.457","16.128","2.172376836","1.09009615284137","0.909702585981544","21.50240868",
"1/30/1979","-49.375","-14.2063999176025","762","26.33","19.322","12.669468588","1.26562393721064","0.949605175478443","22.27066884",
"1/31/1979","-49.375","-14.2063999176025","762","24.955","18.144","14.0745096864","1.33771215299059","0.95300128599589","16.254396",
"2/1/1979","-49.375","-14.2063999176025","762","22.591","19.432","8.828546544","2.38944002055235","0.948718445087431","6.92673876",
"2/2/1979","-49.375","-14.2063999176025","762","21.421","18.759","9.2748610944","2.3020510208329","0.967297942986805","7.96229784",
"2/3/1979","-49.375","-14.2063999176025","762","21.571","18.433","4.83312852","1.81828236689618","0.956749800436245","6.2978634",
"2/4/1979","-49.375","-14.2063999176025","762","23.452","19.121","9.67226166","1.40673785652599","0.961950313050583","6.440568552",
"2/5/1979","-49.375","-14.2063999176025","762","22.494","19.45","10.4344364664","2.07014609353705","0.961870913456755","7.885632672",
"2/6/1979","-49.375","-14.2063999176025","762","23.725","19.075","5.217648228","1.85287004780052","0.946693624117665","11.444229",
"2/7/1979","-49.375","-14.2063999176025","762","24.529","19.75","21.699716904","1.14595657984403","0.961574257029567","19.623546792",
"2/8/1979","-49.375","-14.2063999176025","762","25.134","20.502","36.4351284","1.16992047594064","0.958993727784058","20.128327128",
"2/9/1979","-49.375","-14.2063999176025","762","25.416","18.535","7.81574292","1.51298444071637","0.951571937887149","21.418594992",
"2/10/1979","-49.375","-14.2063999176025","762","25.395","20.18","9.7709620104","1.58262989847991","0.941632946964706","26.610862248",
"2/11/1979","-49.375","-14.2063999176025","762","28.112","19.059","6.62613012","1.43444474335709","0.89417817165984","29.90559744",
"2/12/1979","-49.375","-14.2063999176025","762","26.684","17.896","4.71382164","1.40925016327912","0.912671141287395","23.841115488",
"2/13/1979","-49.375","-14.2063999176025","762","27.981","19.875","7.130815992","1.05087171707781","0.926251858418284","18.47025054",
"2/14/1979","-49.375","-14.2063999176025","762","25.464","19.571","18.146322432","1.11418649343282","0.949549044392277","17.91590382",
"2/15/1979","-49.375","-14.2063999176025","762","24.063","20.453","17.5592448","1.27482050786216","0.96311459312387","10.121346",
"2/16/1979","-49.375","-14.2063999176025","762","22.806","19.122","5.8347669384","1.63362456362171","0.974006714877331","4.566206232",
"2/17/1979","-49.375","-14.2063999176025","762","24.904","19.59","5.419346616","1.12933493676276","0.958368926517758","12.53739456",
"2/18/1979","-49.375","-14.2063999176025","762","25.068","18.871","12.344172768","1.56114948319851","0.962133126471248","14.506933248",
"2/19/1979","-49.375","-14.2063999176025","762","22.922","19.486","4.593659508","1.82004738572476","0.963801869007768","6.68407536",
"2/20/1979","-49.375","-14.2063999176025","762","24.309","19.757","3.684710592","1.6119667978696","0.961353183401325","8.325955692",
"2/21/1979","-49.375","-14.2063999176025","762","24.412","19.516","15.10105068","0.711524547214268","0.95740592656889","18.923063382",
"2/22/1979","-49.375","-14.2063999176025","762","27.365","19.782","5.04856134","1.17881777199109","0.919520223318527","17.66093022",
"2/23/1979","-49.375","-14.2063999176025","762","28.331","18.361","2.585220768","1.97674288048218","0.866963646462403","26.774609328",
"2/24/1979","-49.375","-14.2063999176025","762","26.325","17.615","1.59816816","2.01495386213412","0.879501407412839","23.19766812",
"2/25/1979","-49.375","-14.2063999176025","762","25.47","18.067","4.339596528","2.18616086261561","0.890790497913455","27.47514672",
"2/26/1979","-49.375","-14.2063999176025","762","26.55","18.523","7.19776134","1.93722705307418","0.888650698527318","29.3880357",
"2/27/1979","-49.375","-14.2063999176025","762","26.112","17.516","0.9012230208","2.4143574721942","0.864007170778707","26.12221794",
"2/28/1979","-49.375","-14.2063999176025","762","25.862","18.375","9.08689428","2.58553216797325","0.873486835251253","28.3254165",
"3/1/1979","-49.375","-14.2063999176025","762","27.716","17.823","3.79200168","1.86002931489039","0.889230703477629","23.697846648",
"3/2/1979","-49.375","-14.2063999176025","762","27.08","18.135","10.354610772","1.30736257967844","0.891864761928017","19.970211528",
"3/3/1979","-49.375","-14.2063999176025","762","26.318","19.096","9.070586604","1.37248890148348","0.931239937992029","19.619715132",
"3/4/1979","-49.375","-14.2063999176025","762","28.16","19.4","2.8255488264","2.14187998780956","0.873220664115598","23.3940375",
"3/5/1979","-49.375","-14.2063999176025","762","28.141","17.89","6.10771158","1.59979756364868","0.841441041703212","29.279134152",
"3/6/1979","-49.375","-14.2063999176025","762","27.287","18.209","10.51254612","1.485685383776","0.892795844573472","28.651271328",
"3/7/1979","-49.375","-14.2063999176025","762","27.459","19.266","9.49115682","1.14248324432474","0.915213237128222","23.19919146",
"3/8/1979","-49.375","-14.2063999176025","762","27.776","19.208","16.46404236","0.971274749373349","0.904277024449879","21.5805897",
"3/9/1979","-49.375","-14.2063999176025","762","26.553","19.621","13.11665076","1.40785657318191","0.911883536231086","26.434683072",
"3/10/1979","-49.375","-14.2063999176025","762","26.882","18.692","14.58607068","0.999238571579236","0.942092510377062","20.585137248",
"3/11/1979","-49.375","-14.2063999176025","762","26.639","19.837","15.11649864","1.84933747058619","0.920387921395477","27.377216352",
"3/12/1979","-49.375","-14.2063999176025","762","26.817","18.117","8.86459392","1.39468311468517","0.908601041990366","27.89201376",
"3/13/1979","-49.375","-14.2063999176025","762","29.316","18.017","7.934188644","1.25039007391017","0.865625285070764","27.85528116",
"3/14/1979","-49.375","-14.2063999176025","762","27.573","18.55","8.64486468","1.11144575525211","0.907391082074811","27.93228426",
"3/15/1979","-49.375","-14.2063999176025","762","28.174","17.259","5.50689984","0.598006658408939","0.909909325223226","23.107448088",
"3/16/1979","-49.375","-14.2063999176025","762","26.364","17.723","15.38257248","0.827412127191305","0.939218923279603","26.74592316",
"3/17/1979","-49.375","-14.2063999176025","762","25.052","19.749","14.174079732","1.03526647814084","0.955584472984943","15.34364676",
"3/18/1979","-49.375","-14.2063999176025","762","25.797","20.812","6.96086748","1.59239382744429","0.943500443690453","17.41016061",
"3/19/1979","-49.375","-14.2063999176025","762","25.882","20.75","10.52455806","1.64423135925205","0.942225077458546","22.06046502",
"3/20/1979","-49.375","-14.2063999176025","762","28.57","19.403","3.05728956","1.85318912172607","0.854100633054401","27.710658432",
"3/21/1979","-49.375","-14.2063999176025","762","28.452","17.244","1.9947048912","1.56016061253937","0.889967564931831","23.684792688",
"3/22/1979","-49.375","-14.2063999176025","762","28.696","18.218","5.355832104","1.64943445618957","0.880921595463616","27.42513444",
"3/23/1979","-49.375","-14.2063999176025","762","28.81","18.433","6.29653896","1.12775190399389","0.870078521145636","25.7406138",
"3/24/1979","-49.375","-14.2063999176025","762","28.762","19.343","10.6035192","1.15932255220312","0.873549477173721","26.62351632",
"3/25/1979","-49.375","-14.2063999176025","762","28.206","20.925","11.98196748","1.17053155474739","0.918564184453824","18.97076448",
"3/26/1979","-49.375","-14.2063999176025","762","26.794","20.638","7.8311913264","1.09551882981796","0.92307439642931","16.886813328",
"3/27/1979","-49.375","-14.2063999176025","762","25.923","19.222","14.553442008","1.24858487639302","0.937550582051064","23.526449568",
"3/28/1979","-49.375","-14.2063999176025","762","27.377","18.626","5.328367056","1.47971571468138","0.902841959461103","26.283038112",
"3/29/1979","-49.375","-14.2063999176025","762","26.988","19.496","19.490440824","1.04540026363697","0.926638759746537","21.49301646",
"3/30/1979","-49.375","-14.2063999176025","762","25.432","19.86","28.37733912","0.726712792215307","0.958551140551649","12.436144668",
"3/31/1979","-49.375","-14.2063999176025","762","25.796","20.716","27.3628206","1.16333770730251","0.960388261738969","17.979745248",
"4/1/1979","-49.375","-14.2063999176025","762","24.76","20.589","38.246166","0.58664632388138","0.962737154450024","11.144815002",
"4/2/1979","-49.375","-14.2063999176025","762","24.118","19.319","83.4617608128","1.18336567911212","0.956705407927293","10.34718642",
"4/3/1979","-49.375","-14.2063999176025","762","25.506","20.088","7.999418448","1.27705965651278","0.948274724204061","17.92107882",
"4/4/1979","-49.375","-14.2063999176025","762","27.014","19.995","5.005644408","1.28527186474034","0.926056706870184","21.17969928",
"4/5/1979","-49.375","-14.2063999176025","762","29.114","18.825","1.6410827088","1.13155537465835","0.892222876284234","19.66854006",
"4/6/1979","-49.375","-14.2063999176025","762","27.914","18.625","3.843501624","1.4162134494766","0.889243297716026","25.30946232",
"4/7/1979","-49.375","-14.2063999176025","762","26.901","19.191","8.7856245","1.6605437825531","0.934624347527198","19.82767572",
"4/8/1979","-49.375","-14.2063999176025","762","25.836","18.888","6.351473844","1.72233418721665","0.937623891227765","14.46277176",
"4/9/1979","-49.375","-14.2063999176025","762","27.32","19.204","11.4189192792","1.29554621345351","0.918299742850474","24.86857338",
"4/10/1979","-49.375","-14.2063999176025","762","26.673","18.951","6.887055636","1.2221728792766","0.918828236587051","18.23889834",
"4/11/1979","-49.375","-14.2063999176025","762","26.945","18.772","7.695583884","0.993273467811016","0.908295591027027","18.25566084",
"4/12/1979","-49.375","-14.2063999176025","762","27.211","18.997","7.96337352","1.28070344030685","0.896220186677337","24.8546178",
"4/13/1979","-49.375","-14.2063999176025","762","27.645","17.607","1.414490364","2.34427943434984","0.871558073431387","24.97213332",
"4/14/1979","-49.375","-14.2063999176025","762","27.532","19.255","0.037765512","3.40609954380406","0.810344950296592","24.94276524",
"4/15/1979","-49.375","-14.2063999176025","762","27.095","17.64","0","3.09960890551891","0.800106339893786","25.1760348",
"4/16/1979","-49.375","-14.2063999176025","762","27.525","17.287","0.151061832","2.75063062880176","0.807140717742212","25.1261946",
"4/17/1979","-49.375","-14.2063999176025","762","28.3","16.975","0.1579284","1.65788686574421","0.813986652619413","24.87735108",
"4/18/1979","-49.375","-14.2063999176025","762","28.522","17.591","0.40512096","1.28770816380371","0.818360947137379","24.44687082",
"4/19/1979","-49.375","-14.2063999176025","762","27.563","17.375","3.117368196","0.984628260106311","0.849977372444214","23.9075955",
"4/20/1979","-49.375","-14.2063999176025","762","28.885","18.906","3.96880884","0.944333486308318","0.842920412727765","23.1450732",
"4/21/1979","-49.375","-14.2063999176025","762","28.335","18.289","5.331802104","0.840476749910518","0.887244151154388","15.19267878",
"4/22/1979","-49.375","-14.2063999176025","762","26.575","17.55","8.92295964","1.04723307572313","0.908034855156405","20.35169892",
"4/23/1979","-49.375","-14.2063999176025","762","25.123","19.067","12.26348928","1.3984864698392","0.937278406053222","21.2653656",
"4/24/1979","-49.375","-14.2063999176025","762","26.524","18.527","0.07553106","1.96562184446119","0.842726033418133","23.49332118",
