,Date,Elevation,Latitude,Longitude,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Solar,Wind
1/6/1998,-40.3125,36.763000000000005,137.0,-18.265399932861303,19.366,0.0,1.95282299416352,24.144525,,0.6311736136968089
2/5/1998,-40.3125,38.437,137.0,-18.265399932861303,20.956,0.0,1.62602444577075,20.873194848,,0.600786791260764
3/7/1998,-40.3125,29.559,137.0,-18.265399932861303,21.009,1.0368348192,1.5204415247513898,14.939218512,,0.8293948937100629
4/6/1998,-40.3125,30.586,137.0,-18.265399932861303,17.505,0.1407623184,2.04386540172925,15.575459400000002,,0.7356279246299771
5/6/1998,-40.3125,24.063000000000002,137.0,-18.265399932861303,19.500999999999998,5.486299092,2.5164913893180896,5.04292068,,0.8558887992095071
6/5/1998,-40.3125,26.943,137.0,-18.265399932861303,16.185,0.260925192,2.32771477906989,14.045570999999999,,0.7442573107271959
7/5/1998,-40.3125,25.945,137.0,-18.265399932861303,17.449,5.129244792,1.44653194184755,15.23081484,,0.8811017305560891
8/4/1998,-40.3125,29.859,137.0,-18.265399932861303,16.858,0.006866452800000001,2.22255703611071,17.39486538,,0.6959867320618289
9/3/1998,-40.3125,27.576,137.0,-18.265399932861303,15.579,2.6041047624,1.80076389389568,21.53125728,,0.802727259364461
10/3/1998,-40.3125,32.172,137.0,-18.265399932861303,17.102999999999998,0.0,2.66705216231028,25.800923088,,0.656253395577731
11/2/1998,-40.3125,21.074,137.0,-18.265399932861303,19.244,18.94112424,1.9101975744356499,2.7845442000000005,,0.936946353659613
12/2/1998,-40.3125,29.05,137.0,-18.265399932861303,21.230999999999998,9.9718060824,1.9201886702735298,23.121792000000003,,0.872915385504067
1/1/1999,-40.3125,30.868000000000002,137.0,-18.265399932861303,18.340999999999998,0.181960956,2.00852297728551,20.4424299,,0.733723035015077
1/31/1999,-40.3125,35.269,137.0,-18.265399932861303,19.039,0.0,2.2144910214439903,30.151799100000005,,0.6186724582112479
3/2/1999,-40.3125,29.122,137.0,-18.265399932861303,21.575,12.996485748,1.33542487841136,19.86238566,,0.9036842868039019
4/1/1999,-40.3125,29.033,137.0,-18.265399932861303,16.355,0.50468454,1.3814766713756998,19.23834708,,0.8121165927111709
5/1/1999,-40.3125,25.662,137.0,-18.265399932861303,19.655,6.0965544527999995,1.71234658514683,17.62362972,,0.9262936416897829
5/31/1999,-40.3125,20.58,137.0,-18.265399932861303,17.289,2.7328490927999995,2.0235535436861003,1.5129558,,0.8536209205687042
6/30/1999,-40.3125,31.081,137.0,-18.265399932861303,19.385,0.0961302384,1.92078222095383,13.68821106,,0.651492476457999
7/30/1999,-40.3125,26.735,137.0,-18.265399932861303,18.7,0.4154206608,1.5727124547661497,17.37247734,,0.827603467165962
8/29/1999,-40.3125,30.381,137.0,-18.265399932861303,14.877,0.0,1.9976436154272401,22.66126776,,0.6997848320720419
9/28/1999,-40.3125,29.638,137.0,-18.265399932861303,16.33,0.0,2.18978653402023,22.652381591999998,,0.696961530601819
10/28/1999,-40.3125,24.996,137.0,-18.265399932861303,18.246,6.3549076824,1.30208528456427,8.994877848,,0.859426960145629
11/27/1999,-40.3125,24.958000000000002,137.0,-18.265399932861303,20.677,13.4084698128,1.4199261002777999,8.13222612,,0.915993854719801
12/27/1999,-40.3125,27.111,137.0,-18.265399932861303,17.612000000000002,1.850509476,1.40878153456648,16.02714186,,0.8937132615672809
1/26/2000,-40.3125,29.653000000000002,137.0,-18.265399932861303,21.756999999999998,0.7621762679999999,1.89966927006886,15.22040472,,0.891278037528332
2/25/2000,-40.3125,32.593,137.0,-18.265399932861303,19.016,0.63171432,1.34164684545619,26.92659069,,0.813609555307364
3/26/2000,-40.3125,26.932,137.0,-18.265399932861303,20.77,11.652379236,1.2640442374296599,20.64695274,,0.9405348012911129
4/25/2000,-40.3125,26.51,137.0,-18.265399932861303,16.904,0.0,1.7352700031563402,21.574011600000002,,0.8158266654815791
5/25/2000,-40.3125,26.168000000000003,137.0,-18.265399932861303,16.175,0.0617981184,1.60344571258829,15.28835778,,0.8807708840592471
6/24/2000,-40.3125,25.304000000000002,137.0,-18.265399932861303,13.841,0.013732905600000001,1.32475565398951,15.19155036,,0.8178254194682271
7/24/2000,-40.3125,25.886999999999997,137.0,-18.265399932861303,17.043,0.7510188888,2.23271126657629,13.40392518,,0.8554085966373051
8/23/2000,-40.3125,24.944000000000003,137.0,-18.265399932861303,15.552999999999999,0.577640664,0.9761985114076841,7.11922158,,0.878291541227796
9/22/2000,-40.3125,28.889,137.0,-18.265399932861303,14.550999999999998,0.0,1.8425889108993798,25.872411168000003,,0.716030084593461
10/22/2000,-40.3125,33.922,137.0,-18.265399932861303,19.83,0.0,2.4709992471193396,24.70898484,,0.6346264750024879
11/21/2000,-40.3125,30.416,137.0,-18.265399932861303,17.646,0.0,1.8072668759476,29.63471652,,0.7966114180354491
12/21/2000,-40.3125,30.245,137.0,-18.265399932861303,22.159000000000002,12.620539346400001,1.4922859229997802,26.22177972,,0.9139425201491029
